movie_title,reviewer,review,rating_given
Tenet,Ahmetaslan27,"Christopher Nolan is a crazy and insane person. There is no dispute about this. What Nolan is trying to convey to the viewers is an adventure that is difficult to imagine on your own. It is also difficult to imagine its events and facts. It is also difficult to photograph many moments. Fear that my mind will be distracted by this wonderful drama.

The story of the film is about the attempt of some people to stop the end of the world. This person is known in this film as the Protagonist, as he does not know anything about the mission or how to end the world except for one word, which is Tenet, and the meaning of this word will appear through the events of the film, but frankly, the aesthetic of talking about this film lies In penetrating the events and talking comfortably about the events of the movie.

The photography was aesthetic with things that neither the mind nor the eye could have expected while you were sitting in front of the screen. The photographic ability in this film exceeded many stages and reached a stage of dazzling. It exceeded the choice of angles or even the duration of the shot. We have different dimensions and a new method in how to photograph.

The aesthetic of the story is not in asking ourselves what the story is. The aesthetic of the story is in how the story is told and explained. The narrative of the story and the photographic capabilities greatly exceeded the events of the story and anything else in the film, where scientific and physical facts and theories were used that greatly assist in storytelling. They greatly help in explaining the events and how they pass. Events and these scientific theories and physical facts that boggle your mind and drive you crazy have made my eyes stop closing while my time to sleep came.",8.0
Tenet,JN2012,"Fine, but next time with subtitles.",5.0
The Color Purple,CinemaSerf,"Sometimes it's better just not to re-imagine/invent/devise a feature that had such a visceral impact not just on the cinema, but on the theatre and, of course - the literary world in the first place. I""m not sure this isn't one of those. It follows the story of the young ""Celie"" who is essentially sold to a neighbour ""Mister"" (Colman Domingo) when she's barely into adulthood - for a cow and some eggs. Turns out his hale-fellow-well-met character is a bit deceptive: he's a bit of a misogynist brute who sees this woman as his property. With her now the plaything of another man, her sister ""Nettie"" becomes the latest object of the desires of their father and in panic she flees to ""Celie"" for help. Out of the frying pan into the fire, perhaps - she has soon to get away from there whilst the men folk continue as if nothing has happened. The chronology speeds up a bit now and we find ourselves dipping in at various stages of their lives only discover that little has changed and their opportunities are still tied by their apron strings. Until, that is, the arrival of the jazz sensation that is ""Shug Avery"" (Taraji P. Henson) who brings with her the winds of quite empowering change. Meantime, ""Harpo"" - the stepson of ""Celie"" has found himself a rather feisty and independently-minded wife in ""Sofia"" (Danielle Brooks) and we start to think that perhaps things might just be about to improve. The only abject lesson in racism to feature here occurs around this point demonstrating the cruelty and brutality that made this story abhorrently poignant in the first place. What now ensues instils a growing determination among these women to assert themselves and thrive on their own terms. Can they? What I found this lacked was the earthiness, the grittiness, the squalor of the 1985 screen version. It's also a musical at times but a pretty sterile and overly choreographed one that seemed to be unsure if it wanted to be ""West Side Story"" or ""Washington Heights"". There's an ensemble number by a waterfall with the water flowing with almost symmetrical and flawless evenness. Even the scenes of evil are somehow just a bit too de-sensitised. I think possibly the problem for me was that the powerful performance of Fantasia Barrino was just too good, and the power balled from her towards the end presented almost as if there were space for applause afterwards. Domingo is a good actor, too, but again here he just didn't cut it as either the charismatic charmer or the sexually rapacious bully - though he did fare a little better as the story moved on. The soundtrack has some belters and taken in isolation, there are some great performances here from Barrino, Henson and my favourite - Brooks; but I'd sooner watch the original, any day - it has more authenticity in it's impact.",6.0
The Color Purple,r96sk,"A film of quality, this.

<em>'The Color Purple'</em> is a blast, what is a noteworthy thing for me to say given I'm not a lover of musicals; though, to be fair, I'm way more into them in recent years since doing reviews... have learnt to appreciate 'em! This has good music alongside an extremely deep narrative, one that hits the feels directly. I've never seen or read any version of this story previously, but this is a great introduction to it.

The performances are stellar. Danielle Brooks is outstanding, a real emotive showing from her throughout - top notch! I also seriously enjoyed (despite the character, who is iffily 'redeemed') Colman Domingo in this 2023 picture. He and Brooks are actors I've loved in television (<em>'<a href=""https://en.wikipedia.org/wiki/Orange_Is_the_New_Black"" rel=""nofollow"">Orange Is the New Black</a></em> and <em>'<a href=""https://en.wikipedia.org/wiki/Fear_the_Walking_Dead"" rel=""nofollow"">Fear the Walking Dead</a>'</em>, the latter isn't the best show but Domingo is class in it), so it's extremely pleasing to see them star on the big screen.

It's somewhat of a crime it has taken me this long in my review to mention Fantasia, who is brilliant - Phylicia Pearl Mpasi is too, btw. Taraji P. Henson, obviously, impresses as well, while Halle Bailey spearheads the rest. Nice to see David Alan Grier also, as well as (like Domingo) another <a href=""https://en.wikipedia.org/wiki/The_Walking_Dead_(franchise)"" rel=""nofollow"">TWD</a> alum in Corey Hawkins (whatever happened to Heath?!).",9.0
The Color Purple,Brent Marchant,"In the interest of full disclosure, I’ve routinely made it clear that I’m not a big fan of movie musicals. In addition, less known is the fact that I’ve also never been particularly enamored with the original dramatic version of this story (1985), a picture in which director Steven Spielberg still had his training wheels on when it came to making serious cinematic fare. With those admissions in mind, then, it would appear that this latest iteration of the classic Alice Walker novel would have two prejudicial strikes against it going in, and that assessment would be accurate, as these qualifications sincerely reflect my characterization of this alternative take on this beloved tale. Director Blitz Bazawule’s musical adaptation of this tale about a young African-American woman (Fantasia Barrino) struggling to find happiness under harsh conditions in early 20th Century Georgia is plagued by an array of issues, including an ill-fitting fusion of this story in a Broadway format/context, an uneven distribution of production numbers throughout the course of the narrative, numerous over-the-top (and frequently silly) surreal song and dance sequences (many of which look like they’ve been plucked fresh from a Baz Luhrmann movie), understandable but nevertheless-disappointing plot and character development alterations, and some serious miscasting choices (such as the usually-reliable Colman Domingo, who’s decidedly out of place in the role of Mister). This combination of misfire elements makes for somewhat disappointing viewing for those who adored the book and original screen version and does little for winning over innately lukewarm supporters of the material (like me). Granted, the film gets better as it goes along (probably because there are fewer musical numbers in the second half than the first), and its ensemble cast, for the most part, is quite compelling, including Barrino, Taraji P. Henson, David Alan Grier, Corey Hawkins and Oscar nominee Danielle Brooks. However, on balance, this is one of those projects where things probably would have been better off left alone.",6.0
The Wonderful Story of Henry Sugar,Manuel São Bento,"MORE SPOILER-FREE MINI-REVIEWS @ https://www.msbreviews.com/movie-reviews/mini-reviews-2023-edition

""The Wonderful Story of Henry Sugar is such a fun, delightful, brilliant palate cleanser to watch during any festival. Wes Anderson’s unique style works phenomenally well with short runtimes. 39 minutes of quirky yet intriguing entertainment.""

Rating: A-",8.0
Next Goal Wins,Chris Sawin,"A story with all the proper beats lives here, even if the film rambles and tampers off into ridiculousness when it has no reason to. But even with its flaws and redundant humor fatigue, _Next Goal Wins_ stands out as Taika Waititi’s most coherent film since Hunt for the Wilderpeople.

**Full review:** https://bit.ly/dontpassgoal",5.0
Next Goal Wins,CinemaSerf,"If you've seen ""12 Mighty Orphans"" (2021) or ""The Shiny Shrimps"" (2019) then you'll know what to expect as Taika Waititi takes the same template and applies it to football. Here it's the adequate Michael Fassbender who gets to portray the down on his luck coach (Thomas Rongen) in this factually based story. He's not much good at his job and is temperamentally a bit unreliable, so is dispatched to coach what is officially the world's worst team. American Samoa, still smarting from a 31-0 thumping at the hands of the ever so slightly more populated Australia, has a team whose viability is under scrutiny by the parent American Federation. Can Rongen turn things around? His team are the traditionally disparate group of well-meaning, distinctly amateur, enthusiasts. Unused to any concept of team playing, co-ordination and/or training - and their new boss's predilection for a bottle or two doesn't suggest change is going to come anytime soon. Local federation boss Tavita (Oscar Kightley) manages to inspire though - and what happens now is all rather predictable, but engagingly portrayed, as the team start to realise that defeat each time is not as inevitable as they might expect. It does present us with quite an interesting look at Polynesian attitudes - ones of compassion, fairness and tolerance. Winning is important, but it's not the be all and end all; and the eventual make up of their team - and it's constituent parts - is testament to a society that has way more right than it has wrong in the way it thinks and behaves. There's loads of humour - most of which comes from an on-form Kightley, but I found that a bit weak and just a little too stereotypical (albeit from their perspective rather than the American's). The best bits are probably in the trailers, but it's still just about worth a watch - but the television will be fine.",6.0
Next Goal Wins,r96sk,"The last chunk of the film saves it somewhat, prior to that <em>'Next Goal Wins'</em> is quite poor.

I like Taika Waititi and usually dig his humour a lot, but here his comedy put into the flick just isn't all that amusing annoyingly. I'm a big football fan so knew of the real life story that this is based upon, though even as such it kinda sits in the middle of being for sports fans and being for the average moviegoer... without really committing to either, at least that's how it felt to me; it's not comedic enough or sporty enough.

I found everything until the scene with a smiley face on the whiteboard to be real lame, like nothing I was watching was entertaining me... kinda cringey, if anything. A lot of the humour up to that moment felt forced, in fact the only parts that got a chuckle out of me were the white guy jokes. Michael Fassbender isn't any good up to that point, either.

Thankfully, the conclusion is fairly feel-good and does wrap things up well - to the point it gets an extra notch up with my rating. As noted I found Fassbender average, at best... Liam Neeson might've been a better cast, especially given they allude to a past role of the Northern Irishman's at one moment. Away from the lead, other cast members do do decent - namely Oscar Kightley, Kaimana and David Fane.

It feels a touch like the filmmakers were aiming to retread the path that opened via <em>'<a href=""https://en.wikipedia.org/wiki/Ted_Lasso"" rel=""nofollow"">Ted Lasso</a>'</em>. I'm not into that television show, though safe to say it does a better job... if the similarity is a fair one on my part. <em>'<a href=""https://letterboxd.com/film/bend-it-like-beckham/"" rel=""nofollow"">Bend It Like Beckham</a>'</em> is a shout also, but that comparison is probably me reaching in fairness.",6.0
Origin,Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://fandomwire.com/origin-venice-film-festival-review-a-must-see-educational-story/

""Origin brilliantly transposes the pillars of caste from Isabel Wilkerson's book to the big screen through an incredibly revealing, genuinely fascinating narrative, despite becoming clear that the source material is better suited to a documentary.

The exceptionally human performances of the entire cast, especially Aunjanue Ellis, compensate for some lack of balance between emotionally personal dialogues and weighty lectures. Impactful imagery and an extremely stirring score make the audiovisual experience even more captivating.

It's not without issues, but it's one of the most important stories to watch/read this century.""

Rating: B",7.0
Origin,CinemaSerf,"The acting is all really quite adequate here, but it's not really that important to the fascinating underlying premiss that underpins the theory that race, in itself, might not be the reasons for the hierarchical nature of a society that always manages to create sub-classes. Aunjanue Ellis-Taylor offers her own engaging perspective on author Isabel Wilkerson who is invited by a publisher to offer a more considered and less reactionary appraisal of race relations following the murder of a young black man who just happened to be in the wrong place (a white neighbourhood) at the wrong time. The audience know full well from the outset what has happened here, so that's not especially important to the plot either - it's her search for a rationale. That search attempts to draw parallels between the plight of the African American citizenry with the victims of Holocaust and of the system of caste that prevails in India. By spending a section of the film in Germany and then in India, we are exposed to a more internationalist view of just why society is made up of the have lots, the haves and the have nots - and at just how little much of that has changed for centuries. The comparison she develops works surprisingly convincingly, if not without it's flaws, and Ellis-Taylor acts well as a sort of sponge for the philosophies that emerge. The one element that it rather studiously avoids is religion. That isolation does rather compromise the authenticity of any conclusion as it doesn't acknowledge that so often the behaviour and structures of cultures are dictated by those atop them in some form of priesthood - whether they be Brahmin or Cardinal. There are a few familial sub-plots to add a bit of drama to the story, but I found them a little unnecessary as the theory elaborates more. It does come from a very specific American perspective - I'd be interested to see how it might turn out if it were to be remade from a Jewish of Indian point of view, but as it is - it's a thoughtful exercise in what makes human strata function and endure.",7.0
Origin,Brent Marchant,"Those who believe that institutionalized systemic racism is fundamentally an American problem should probably give a serious look to this latest offering from writer-director Ava DuVernay, best known for the superb historical drama, “Selma” (2014). Based on the book Caste: The Origins of Our Discontents by best-selling author Isabel Wilkerson, the film examines how organic prejudices are actually a worldwide phenomenon that may or may not have anything specifically to do with race but are more readily attributable to matters of caste. While the picture indeed examines this practice from an American perspective, it also addresses it from the standpoint of the dictates employed in Nazi Germany and in the longstanding Indian caste system, where race was/is not an inherent issue. Rather, the institutionalized discriminatory practices in these locales (as well as in others) were (and in some cases still are) driven by the implementation of artificial distinctions that have been established and perpetuated based on other characteristics but that have had the same kinds of negative impact as those driven by race-based policies. The filmmaker explores how author Wilkerson (Aunjanue Ellis Taylor) went about researching and writing the book on this subject, a project undertaken at a time when she was dealing with the fallout from a series of personal tragedies involving her mother (Emily Yancy), husband (Jon Bernthal) and cousin (Niecy Nash-Betts), giving her a reason to pick herself up and carry on with her life. Admittedly, the multiple story threads involved in the narrative and the way in which they’re organized could have used some tweaking for greater clarity and smoother connectedness, and the author’s theories could have stood to be presented a little less overly intellectually at times. However, in the end, the movie’s themes successfully come together to create a captivating and eye-opening hypothesis that we’d all be wise to consider seriously. What’s more, the depiction of Wilkerson’s personal story is filled with a series of strongly emotive moments that are sure to tug heartily at the heart strings, so keep the hankies handy. The film also features an array of fine, small-role supporting performances from the likes of Nick Offerman, Blair Underwood, Audra McDonald, Finn Whitrock, Vera Farmiga, Myles Frost and Lennox Simms. In the end, the revelations exposed here could well make you sad for the needlessly sorry state of humanity. But the picture also provides a deeper, more insightful understanding of what’s fundamentally wrong with humanity, providing us with a key that just might help us find our way out of the current social morass with a solution that could potentially help us finally fix things for good.",8.0
Fallen Leaves,CinemaSerf,"There's a lovely scene in this film where ""Holappa"" (Jussi Vatanen) and his mate are in an Helsinki karaoke bar staffed by a motionless barman who looks like he's straight out a zombie movie! Talking of zombie movies, the story follows the lives of this fellow and of ""Ansa"" (Alma Pöysti) whose first date at the local ""Ritz"" cinema is ecactly that - unlikely fodder for a burgeoning romance - even if their post film chat afterwards is under the gaze of a ""Brief Encounter"" poster. She has recently been fired for pinching some out-of-date food from the supermarket in which she worked. He's been fired a few times for too many vodka breaks at work. Her latest boss is arrested for drug dealing and that's when they first meet. They click, they go for a coffee - then that cinema trip ensues. Thing is, she has views on excessive drinking - it has profoundly affected members of her family. He's a bit of an ass about that - but perhaps she's had more of an impact on him than he realised. Maybe he can give up? Maybe she'll give him another chance? The humour here is plentiful but really quite dark and subtle. There are plot developments that we probably ought not to laugh at, but we do - and the ending leaves us hoping but not knowing. It's not exactly laugh out loud but you'll get plenty to smile about if you keep your wits about you for eighty minutes. Perhaps not a film the Finnish Culture Ministry would be too fond of - but I enjoyed it.",7.0
Fallen Leaves,Brent Marchant,"It’s not much of a secret that the worldview of Finnish society can be more than a little bleak. At the same time, though, it also possesses an understatedly campy, eminently whimsical quality that comes in stark contrast to this otherwise-dour outlook. And this makes for a combination of traits that can be somewhat puzzling to fathom, especially to outsiders. That’s the quirky social conundrum that writer-director Aki Kaurismäki seeks to capture in his latest offering, a wry comedy-drama focused on the lives of two lonely, lovelorn working class Helsinki residents (Alma Pöysti, Jussi Vatanen) who struggle against life’s hiccups while seeking to forge a romance. But, in telling their story, the filmmaker has difficulty finding sufficient traction to engage viewers. We witness a story full of modest, garden variety ups and downs, as well as more than a few miscommunications, experiences we’ve all no doubt undergone ourselves from time to time. However, is that enough to make a compelling picture? It certainly doesn’t feel that way much of the time, given its wooden dialogue and restrained, sometimes-stilted performances, no matter how pointedly this production may portray the nature of this extraordinarily reserved people. To its credit, the film works best when it pokes fun at the nature of Finnish culture, providing some delicious nuggets of droll humor, backed by a diverse yet spot-on soundtrack that fittingly and ironically complements what’s unfolding on screen. Nevertheless, there’s so much here that lends so little to a narrative that just never catches fire that it’s hard to imagine almost anyone generating any interest in, or enthusiasm for, the protagonists and their feeble attempts at launching a relationship. Maybe I’m missing something here, but, if there is something meaningful that this release is trying to convey, it’s apparently well buried under one of those big piles of fallen leaves that give this picture its title.",5.0
Fallen Leaves,BornKnight,"German-Finnish drama / romance by the director  Aki Kaurismäki, continuation of his Proletariat series, which was originally planned as a trilogy and already includes Shadows in Paradise (1986), Ariel (1988), and The Match Factory Girl (1990).

With simple stories in a stylized Helsinki that seems to be stopped at the end of the 80´s on purpose (although your hear on the radio about the current Russia and Ukraine War, and see a 2024 calendar) it tells about the love story in simple lines of melancholy about two workers, a construction area man and a woman that worked on supermarkets and factories. Think of a Finnish Wes Anderson.

The lines of the story are simple as the concept, of a couple that have some mismatches around the way till the final encounter, but this simpliness, slow-paced sweetness in the context of the depression and melancholy of the lives and city is what colours the film in the end. Contributing to this sweetness it includes the changes on each other character along the movie in simple steps.

The movie premiered on 76th Cannes Film Festival, and was selected to compete for the Palme d'Or in its main competition section, where it won the Jury Prize and will be the contender for the 96th Academy award for best international movie.

Knowing what to expect of the movie I gave him a 7,6 out of 10,0 score, or a B+ as I always prefer more complex stories.",7.0
Creation of the Gods I: Kingdom of Storms,CinemaSerf,"As with any film that's the first in a trilogy, this spends just a little too long setting out who's who but once it does, this develops into an enjoyable fantasy adventure film that brings a wonderfully vibrant myriad of Chinese mythological and human characters to life. Ancient rivalries and battles between humanity, the deities and some marvellously created mystical beasts - especially the dragons - form the basis of the story set some three millennia ago. Personally, I tended to the side of the immortals - and there's even the slightest hint of a bromance for one of them - as the ""Demon Fox"", and the manipulative ""King Zhou"" use mankind's greed, avarice, loyalty and decency to ensure they retain their place at the top of the mountain. The visual effects are usually top drawer and the action scenes avoid the often lazily constructed, repetitive, style of combat scenes. Now the acting isn't the best - indeed there is plenty of woodenness for us to inspect here, and I also found it a bit over-scored, but the richness of the mythology could, a bit like ""Lord of the Rings"", perhaps, provide for more characterful adventures and personality development in the next film. For a part one, though, it's a long, but increasingly quite compelling watch if you like the genre and appreciate the wealth of stories before us. Get comfy though - we're in for a long ride!",7.0
Donnie Darko,Andres Gomez,"Interesting movie with several readings.

As with 2001: A Space Odissey, it is needed a reading of the actual explanation for the events to fully understand the original idea ... if you are interested in such explanation ...",7.0
Donnie Darko,Wuchak,"***Cult flick with sophisticated themes, great cast, but meh story***

Released in 2001 and written/directed by Richard Kelly, ""Donnie Darko"" is a drama/fantasy starring Jake Gyllenhaal as a troubled California teen dogged by apparitions of a man in an evil rabbit suit who manipulates him to commit several crimes, after he narrowly escapes a peculiar accident concerning a jet engine falling from the sky. Maggie Gyllenhaal plays his sister, Holmes Osborne & Mary McDonnell his parents, Drew Barrymore his teacher, Katharine Ross his therapist, Jena Malone his girlfriend, Noah Wyle his science teacher and Patrick Swayze a self-help guru. Patience Cleveland is on hand as Grandma Death.

While the movie flopped at the box office, it has since become a serious cult hit. I saw it recently for the first time and went into it cold without knowing anything about the intricacies behind the plot. The only thing I knew was that the kid was harassed by an ee-vil bunny apparition. The film mildly works as a high school drama with a satirical smirk. But the story's just not engaging enough on that level. While the movie has some quality women, it fails to capitalize on their presence (Barrymore, for instance, is barely in it). But Jake is a solid protagonist, even somewhat sympathetic despite the curious things he does.

By the middle of the second act I found myself getting bored with the story and trying to figure out what was going on, but the film perks up in the last act, particularly when it reveals the truth about the scary bunny guy. After viewing, my overall impression was that the story never really took off and was burdened by perplexing ambiguities even while possessing some fascinating elements. I came up with a theory to explain the events (explained below) but, upon reflection, I realized that all the pieces didn't fit. And the movie simply wasn't entertaining enough to bang my head further trying to figure it out. I would've given the movie a mediocre 5/10 rating, but after investigating the official meaning and the alternative explanations I had to admit that the film is genius in this respect. It just needed to be attached to a more interesting story with more stimulating characters.

The film runs 113 minutes, which is the version I saw; the Director's Cut runs 20 minutes longer. It was shot in Los Angeles and surrounding areas (Angeles National Forest, Long Beach, Santa Monica, Santa Clarita, Burbank & Calabasas).

GRADE: B-

ADDITIONAL COMMENTARY (***SPOILER ALERT*** Don't read unless you've seen the movie):

My casual interpretation turned out to be one of the alternative explanations of the movie, the so-called ""Donnie Is Shown the Future"" explanation, which suggests that Donne is shown the future via the future ghost of Frank and so he sacrifices himself at the end to save everyone. But, as noted above, there are too many holes in this interpretation.

A couple of other popular explanations are the banal Schizophrenia Theory, where the film shows the protagonist going through an episode of his illness, and the Dream Theory, where it was ""all just a dream,"" which is too clichéd and idiotic to even consider.

The 'official' interpretation I would've never pieced together because it's just too sci-fi-oriented and complex: It's the Tangent Universe Theory, which suggests that time in the Primary Universe (i.e. reality) is occasionally corrupted and an unstable alternative universe is created, but it will only last a few weeks. Nevertheless, it threatens to destroy the universe. The events you see happening in the bulk of the film are this alternative reality where the universe (or God) is correcting the error to get back to the Primary Universe using an Artifact (the jet engine), The Living Receiver (Jake Gyllenhaal), a Manipulated Dead person (the bunny guy), and so on. Google it and you'll see that the Tangent Universe explanation ties up all the loose ends.",6.0
Donnie Darko,Repo Jack,"A complete mind-bender of a movie that put Jake Gyllenhall on the map, introduced the creepiest rabbit costume of all time, and may make you surprisingly tear up to a remake of Tears for Fears ""Mad World.""",9.0
Donnie Darko,Filipe Manuel Neto,"**A strange film, with a strong visual impact and a script with wild theories, but which fulfills its objective very well and is enjoyable to watch.**

I saw this film very recently, and I have to agree with all those who label it “strange” or “bizarre”. Directed and written by Richard Kelly, it stars a young Jake Gyllenhaal and offers us a very complex plot where a young teenager commits several crimes under the influence of an imaginary friend who dresses up as a rabbit. Everything indicates that this young man is schizophrenic or psychotic in some way, and has developed several linked obsessions, but the film always leaves us in doubt as to whether he is, in some way, right about the things he thinks.

There are several films that follow similar scripts, where imagination and psychopathy are almost indistinguishable from reality (“Fight Club”, “Machinist”, etc.) and this is perhaps one of the most surreal because it allows us to see, from the beginning, that something is very wrong. That's a bonus for those who like these types of films because it's easy to keep our attention. Of course, those who are less fond of cinematic oddities won't have much reason to be satisfied.

And if it is true that, on a technical level, the film does not present any major innovations or surprises, it is also true that it does everything very correctly and without problems or gross errors. We can even say that, considering the budget, it is one of those films that seems more expensive than it is. In addition, we must also mention the beautiful performance of the cast, where each one seems to do what needs to be done with correctness and restraint. Gyllenhaal has the right strength and charisma for his role and does an excellent job, and Jena Malone proves to be an intelligent and well-considered addition.",6.0
City of God,Crazypiglady,"It’s a great film and well worthy of its the respect it has. It’s gruelling too, the 18 rating is due to the thread running through the film of continuous and ruthless violence of gangs trying to control their drug area. The is the story told through the eyes of ‘Rocket’ who avoids getting in to the gang war of his brother and friends by trying to find a safer life. 

The film combines slick production without losing a genuine documentary feel which I think it is why it’s so enduring. While it achieves a feeling of reality, it isn’t specifically a true story. However, the Cidade de Deus is real (being created to rehouse the slums away from Rio de Janeiro) and this story of its underworld and the film’s production makes one believe it may not be too far from the truth. There is hope in the story but not a lot.",
Beau Is Afraid,Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://www.firstshowing.net/2023/review-ari-asters-beau-is-afraid-warrants-the-love-hate-reception/

“Beau Is Afraid is by far Ari Aster's most complex, inaccessible film to date, although guilt, extreme anxiety, and a complicated mother-son relationship are clear themes deeply explored throughout five sections - the second is one of the most mesmerizing, visually stunning sequences of the year. The more I think about what I watched, the more I admire the unique, thought-provoking, overwhelmingly surreal storytelling by one of the most authentic voices working today.

That said, the three-hour runtime feels really heavy, the analysis of the movie as a whole raises some issues, and while all the technical departments are award-worthy, stating ""it's not for everyone"" is a perfect description of one of the most divisive films you'll see for a while.”

Rating: B-",6.0
Beau Is Afraid,Nathan,"Beau is Afraid certainly boasts an incredibly rich and intricate narrative, filled with a plethora of allegories, symbolisms, and thematic elements. However, one may question whether the complexity of the film is worth sacrificing entertainment value. In attempting to weave together these complex themes, Ari Aster has created a narrative that was very difficult for me to fully process.

During the first hour of the movie, I found myself engrossed in the story, with tense scenes that blurred the lines between what is real and what is fake. However, as the film progressed, these surreal scenes became increasingly wild and disjointed, leaving me feeling disconnected from the narrative. I found myself constantly asking questions about what was happening, how we got there, and why things were unfolding the way they were. This detachment ultimately detracted from my overall enjoyment of the film.

At three hours in length, Beau is Afraid can be a daunting task for audiences to undertake. While a well-paced film can fly by (Avatar: The Way of Water and Babylon for instance), this one felt like a slog at times, and I found myself frequently checking the clock to see how much time was left. However, despite these shortcomings, the technical execution of the film was truly exceptional. Aster's direction was brilliant, with stunning camera work and beautiful cinematography. The acting was also top-notch, with Joaquin Phoenix delivering what was arguably the best performance of the year so far. The supporting cast, including Amy Ryan, Patti LuPone, and Nathan Lane, also gave standout performances.

All in all, Beau is Afraid was quite a letdown for me. While Aster undoubtedly has a brilliant mind and a talent for storytelling, this film may have suffered from a lack of restraint. Nonetheless, the technical prowess and stellar performances are certainly noteworthy and should not be overlooked.

Score: 41% ❌
Verdict: Poor",4.0
Beau Is Afraid,CinemaSerf,"Right from the start we appreciate that ""Beau"" is going to have an hard time with life. Luckily we skip forwards forty years and find him living an almost siege existence in a lawless city where sirens and racket keep him awake for most of the night. It's after one such a lively night that he suddenly awakes realising that he must get to the airport to go and visit his wealthy mother. Suffice to say, events conspire and he doesn't quite make the trip... He calls to alert his mother only to get the UPS man on the phone standing over an headless corpse. His mother? Well he now has to make a journey - without a functioning credit card - in time for her funeral. What now ensue are a series of mildly entertaining but largely just too surreal escapades that marry fantasy and fiction on his trip. This is a very strong effort from Joaquin Phoenix as the gentle but almost permanently bamboozled ""Beau"". He gives himself fully to the part and engenders frustration and sympathy successfully as the story progresses - in fits and starts - towards it's conclusion. Nathan Lane chips in well - if completely over the top - too, as surgeon ""Roger"" and we save the best til last with a rather bizarre denouement that sees Patti LuPone (his mother, ""Mona"") in an whole new light. At times the writing can be witty but for me this is just way, way too long and episodic. It's as if Ari Aster had an accumulation of ideas for his character that he has, almost ""Forrest Gump"" style, stitched together in the hope that what emerges at the end has been enjoyable to watch. I'm not great at the outlandish. It's not that it needs a solid beginning, middle and end but somehow I prefer the plot to be rooted in something just a bit more tangible than this is. I am glad that I saw it in a cinema, but I can safely say I won't watch it again.",6.0
Beau Is Afraid,misubisu,"It's way too long with no coherent storyline to keep you involved or interested.

The production values are very high and the look and feel of the movie are very rich... but it's not enough to hold the three hours together.

Beau is the unluckiest person ever... and he is constantly jumping from the frying pan into the fire (and through no fault of his own). This becomes incredibly tedious.

I watched the movie in 4 parts. No way I could sit through it in one.

I've watched three hour movies that just fly by... this one went by at a snail's pace and you really felt it.",6.0
Beau Is Afraid,Horseface,"Zero spoilers in here. 

Absolutely wonderful. I can't do a big braining on what everything means in this crazy topsy-turvy roller-coaster of a movie, but it's one hell of an entertaining ride if you just sit back and enjoy it. For me, this movie needed to be watched the same way I watched Lost Highway - don't try to understand it, just be open to being frightened and entertained. 

Suffering from generalized anxiety myself, the first part of the movie is absolutely brilliant, showing the world through the lens of someone with a severe case of anxiety. Everything is over the top, and the attention to detail is stunning.

The movie devolves further and further into madness, somewhat akin to the way it did in Mother, except not in a frustrating way, but rather an action-packed and crazy, sometimes touching way. Oh, and hilarious. There are such funny moments in this movie, often absurdly so.

I didn't read up on anything before watching this movie, and I had no idea it was going to be three hours. I didn't know Ari Aster made it, and frankly I didn't know who he was. Looking it up afterwards, I see he made Midsommar, which I found tedious and boring, and Hereditary, which I absolutely loved.

I can definitely see how someone could hate this movie. I can also sympathize with being frustrated with it if trying to understand everything. I think the best way to watch this is popcorn. Watch this like you'd watch a popcorn flick, except expect absurdities instead of explosions (though we do get explosions here, too). That's how you'll be entertained by this amazing movie. I'll be watching this again.

Oh, and Joaquin Phoenix deserves an Oscar for this performance. Absolutely his most impressive performance so far.

Watch this. It's special. Even if you hate it, you won't regret watching it.",10.0
